noteId	participantId	createdAtMillis	agree	disagree	helpful	notHelpful	helpfulOther	helpfulInformative	helpfulClear	helpfulEmpathetic	helpfulGoodSources	helpfulUniqueContext	notHelpfulOther	notHelpfulIncorrect	notHelpfulSourcesMissingOrUnreliable	notHelpfulOpinionSpeculationOrBias	notHelpfulMissingKeyPoints	notHelpfulOutdated	notHelpfulHardToUnderstand	notHelpfulArgumentativeOrInflammatory	notHelpfulOffTopic	notHelpfulSpamHarassmentOrAbuse
1354835937956671493	26E60624FBEE82E2026BFAA54BB8D2C2	1611854044526	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	B71D4BE6473F97154C215F0EAC7C0C42	1611868851473	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	A8BEEA543616AED8F43C9E1A3E609A0A	1611853752119	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1354835937956671493	3E52E9A470202A968D00FF8078C541E2	1611901784799	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
1354835937956671493	84436EBDA738159F4BE0BC89008A4BC4	1611854243815	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	7E3FF062144B0BC30BC79F367D657BDF	1611866443410	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	CA61954CDF1F587A2B94DD21DD4969E6	1611876152279	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354836781594595329	628C786C63B5A4D32E13C6C442E1863D	1612332620870	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1354837993606049800	EA596752453C4A696821B3D8F642EFBC	1611859605065	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354837993606049800	16B1E17FC259CA781FEDCE27CF520523	1615231288514	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354837993606049800	AF89F4553D638B93C1AD34B6FA5C9470	1611854862203	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354837993606049800	A7743094AE9A9B542F31CEB47AE95733	1611856981596	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354837993606049800	84436EBDA738159F4BE0BC89008A4BC4	1611854990091	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354837993606049800	785F608A49A333D59696479B96A0FE49	1611860188060	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
1354837993606049800	53B255A91BE714E5FA97B410CCA15EC7	1611854432408	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354837993606049800	42B2851F4AF6B41267EF0C9DB69E4483	1611854433292	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354837993606049800	26E60624FBEE82E2026BFAA54BB8D2C2	1611854207225	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1354839391626276867	8DD192E5035EBC305A2C3A17A023B4FD	1611875895168	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354839391626276867	FFA63297A44F1B34133F5114E2DD23A7	1611920073360	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354839391626276867	C626D333644FF640B1FE7E3B5FA9CDEC	1611858283971	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1354839391626276867	E25DA1B2E8DB417146D1E8F91CF7CF1E	1611858202332	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354839391626276867	3FCE39E21D64A11050A5DD87D7F88C37	1611871872929	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
1354839391626276867	8B00346BD81132C62262668A6CFD5D72	1611854650051	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354839391626276867	1F86347266D785BFCDE8FFB8369A8E84	1611874394878	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
1354839391626276867	AF6A41B4BD0E154BA5325318C3130EA6	1611859290098	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354839391626276867	AD6697C5A0CBD1AABE588556D44D1C71	1611855163410	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354839391626276867	8CE37471DEE8E8E1705C0A1AB5C1F5D2	1611869709981	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354841242593611781	40EC3EC343C05DFA7E27C4F6A27245E1	1611854510986	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1354841242593611781	EF61AA9786574F6B50436116DED6F230	1611857701510	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1354841242593611781	00FC706AE2AF9122F6E9BACDB6F69B42	1611855403605	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354841703400820745	A44AD084C4F2715FEBACB614FCD763F5	1611869564567	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1354842326061830144	CA61954CDF1F587A2B94DD21DD4969E6	1611875828046	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1354842326061830144	A9C8E4572500D4AFF54A8ADBB14734AC	1611858304287	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
1354842326061830144	A9C2082F2ACDFA7C2218BCA7757744F7	1611871517955	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
1354842326061830144	3FCE39E21D64A11050A5DD87D7F88C37	1612412758577	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1
1354842326061830144	BBB8BBC71606F003948354E3394ECE90	1611856623749	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
1354842326061830144	A8BEEA543616AED8F43C9E1A3E609A0A	1611854849432	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354842326061830144	EFE9DCF78E48A79059D08EE800A8A284	1611863113759	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1354842326061830144	EAB88B6990C70C480B1E789F7AD5732A	1611855023563	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354842326061830144	8DD192E5035EBC305A2C3A17A023B4FD	1611878091953	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1354842326061830144	EF61AA9786574F6B50436116DED6F230	1611857158344	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
