,tweet_id,tweet_text,tweet_user_name,tweet_user_description,tweet_user_screen_name,tweet_user_verified,tweet_user_followers_count,tweet_user_verified,tweet_user_withheld_in_countries,tweet_user_protected,tweet_url,tweet_retweet_count,tweet_favorite_count,tweet_possibly_sensitive,annotation_rohit,annotation_mohit,annotation_soyoung,human_annotation
48,1370126042313072641id,"@wtfott Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check out… https://t.co/6FuFHDkmIb",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126042313072641,0,0,FALSE,1,1,1,1
49,1374720942459478017id,Young women's self-harm celebrated in a prominent Toronto community centre's mural. https://t.co/Tdcu6HTPOS,Canadian Women's Sex-Based Rights - caWsbar 🇨🇦,"Non-partisan, volunteer coalition working to preserve the sex-based rights and protections of women and girls as enshrined in the Charter of Rights and Freedoms",cawsbar,FALSE,8047,FALSE,[],FALSE,,266,816,FALSE,0,1,1,1
50,1354879766843830272id,"Oh, there’s anger?

Now why would there be anger that Cruz amplified known lies about our election that fueled an i… https://t.co/kgmR6ppPJt",Alexandria Ocasio-Cortez,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",AOC,TRUE,12735314,TRUE,[],FALSE,https://twitter.com/i/web/status/1354879766843830272,28225,225675,FALSE,1,1,1,1
51,1362511518055694345id,Ben Rhodes told @J_Insider that @netanyahu — and all Jews — are “corrupt and cruel.” While this view is taking root… https://t.co/Bax8RO3eCs,Mike Pompeo,"Former U.S. Secretary of State, Director of the CIA, Congressman. Christian, husband, father, Army veteran, Kansan and proud American 🇺🇸",mikepompeo,TRUE,1056849,TRUE,[],FALSE,https://twitter.com/i/web/status/1362511518055694345,3317,11469,FALSE,0,0,0,0
52,1362115989458980867id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/UhzTSx96ms",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362115989458980867,0,0,FALSE,1,1,1,1
53,1379081137855688710id,These vaccine passports segregate people and strip them of their freedom to travel internationally. Vaccinations ar… https://t.co/7IM2anyzEz,Dr. Drew,Board Certified Internist • Addiction Medicine Specialist • TV Host / Podcaster • @AskDrDrew #AdamAndDrewShow #DoseOfDrDrew #YMH #DrDrewAfterDark & MTV #TeenMom,drdrew,TRUE,2675563,TRUE,[],FALSE,https://twitter.com/i/web/status/1379081137855688710,977,5841,,0,0,0,0
54,1354861326091366400id,"I think you are an absolute fool if you're paying $6-7,000 to go to the Super Bowl.",Eddie Radosevich,Staff writer/Videographer for @SoonerScoop of the Rivals network. @FranchiseOK Morning Show (6:00-10a). MidFirst Unofficial 40/Eskridge Lexus Postgame Podcast.,Eddie_Rado,TRUE,30505,TRUE,[],FALSE,,1,78,,1,1,1,1
55,1354830802748489730id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/31dKMPUWAx",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830802748489730,0,0,FALSE,1,1,1,1
56,1354861396144476163id,@mattbot616 Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wro… https://t.co/GBDa9O30LE,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861396144476163,0,0,FALSE,1,1,1,1
57,1362139170119053322id,"Me looking at my 0 muscle being like ""Dam, I'm swoll as hell""",Ral,"I'm so tired                                         
he/him",RaulJorrin,FALSE,35,FALSE,[],FALSE,,1,1,,1,1,1,1
58,1359650012125421572id,".@SenTedCruz says #ImpeachmentTrial is like Shakespeare full of sound and fury signifying nothing. No, that’s Faulkner",Andrea Mitchell,"NBC News Chief Washington Correspondent and Chief Foreign Affairs Correspondent/Anchor, Andrea Mitchell Reports, weekdays at 12pm ET on @MSNBC.",mitchellreports,TRUE,1959665,TRUE,[],FALSE,,2121,17549,,0,1,1,1
59,1355218876506591232id,Rep. @CoriBush is the leader of the St. Louis Black Lives Matter terrorist mob who trespassed into a gated neighbor… https://t.co/xcZ3YwXXsv,Marjorie Taylor Greene 🇺🇸,"Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American, 100% Pro-Life, Pro-Gun, Pro-Trump #MAGA Likes =/= Endorsements",mtgreenee,TRUE,411481,TRUE,[],FALSE,https://twitter.com/i/web/status/1355218876506591232,8290,20931,FALSE,0,0,0,0
60,1375447534991212544id,"COVID came from the Wuhan Lab of Virology in China. What has America’s national security state done about it? 

Not… https://t.co/fI7Y0Vi1ll",Emerald Robinson ✝️,"@Newsmax White House Correspondent. ""Politics is downstream of culture & culture is downstream of religion."" Join me at https://t.co/wVQsnFXLgA.",EmeraldRobinson,TRUE,362532,TRUE,[],FALSE,https://twitter.com/i/web/status/1375447534991212544,842,3314,,0,0,0,0
61,1355985174631227398id,@Noindoctrinate @Cernovich @JackPosobiec Except Lincoln project are Republicans,tom,,sadauskis17,FALSE,168,FALSE,[],FALSE,,0,4,,1,0,0,0
62,1375206014832664576id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/STh2Pxvneb",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206014832664576,0,0,FALSE,1,1,1,1
63,1354830802098343939id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/UK8Z6Ff3rn",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830802098343939,0,0,FALSE,1,1,1,1
64,1370127148866957312id,"@shanecelis Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check… https://t.co/VwtSoh6tKJ",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370127148866957312,0,1,FALSE,1,1,1,1
65,1372203730481864713id,"""Yesterday was a really bad day for him and this is what he did"" -- a law enforcement official explains Robert Aaro… https://t.co/w45sJL7eNx",Aaron Rupar,journalist @voxdotcom. On parental leave until June.,atrupar,TRUE,678907,TRUE,[],FALSE,https://twitter.com/i/web/status/1372203730481864713,9244,30143,FALSE,1,1,1,1
66,1375206360330104834id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/3Q9A8cx7lo",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206360330104834,0,0,FALSE,1,1,1,1
67,1374911222361956359id,"@repmarkpocan 1/2 You don’t really believe the peeing in bottles thing, do you? If that were true, nobody would wor… https://t.co/gDke8HPsPI",Amazon News,The official account for news about @Amazon.,amazonnews,TRUE,181100,TRUE,[],FALSE,https://twitter.com/i/web/status/1374911222361956359,884,4867,,0,1,1,1
68,1373639730206814216id,"Today’s center of the #COVIDIOTS universe is Miami Beach, Florida. https://t.co/Wo8JeNfDFa",Fernand R. Amandi,"Our long national nightmare is over! Believe in family, freedom, democracy and @TheBeatles. B&A Pres, @MSNBC analyst, @univmiami Prof + #StrangeDaysPodcast host",AmandiOnAir,TRUE,94885,TRUE,[],FALSE,,2762,10773,FALSE,1,0,1,1
69,1362116843918356481id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/CS4wbIJOYt",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116843918356481,0,0,FALSE,1,1,1,1
70,1370126574180200448id,"@maddiecw3 Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check o… https://t.co/p0HFiHvlZl",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126574180200448,0,1,FALSE,1,1,1,1
71,1348023263205720073id,"President Trump last month urged the chief investigator for the Georgia secretary of state's office to ""find the fr… https://t.co/S57lVI9Shj",CNN,It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app https://t.co/UCHG9M367J,CNN,TRUE,53826824,TRUE,[],FALSE,https://twitter.com/i/web/status/1348023263205720073,256,978,FALSE,0,1,1,1
72,1375206360590131201id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/ienB25ncxe",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206360590131201,0,0,FALSE,1,1,1,1
73,1375562706401566726id,The Georgia voting law — like so many others being pursued by Republicans in statehouses across the country — is a… https://t.co/5MOywdTsGJ,President Biden,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/IURuMIrzxb",POTUS,TRUE,11325813,TRUE,[],FALSE,https://twitter.com/i/web/status/1375562706401566726,19745,107737,,0,1,1,1
74,1362115421701169156id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Dlhn2VeXBS",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362115421701169156,0,0,FALSE,1,1,1,1
75,1375205784242454528id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/O0p5or5vhd",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375205784242454528,0,0,FALSE,1,1,1,1
76,1372368730093670400id,"The Atlanta shooter blamed a specific race of people for his problems, and then murdered them because of it. If tha… https://t.co/ya27izULtc",The Daily Show,Trevor Noah and The Daily Show News Team. Weeknights 11/10c on @ComedyCentral. Visit https://t.co/3BZcz6Lcw5 to take action against the issues you care about,TheDailyShow,TRUE,9472460,TRUE,[],FALSE,https://twitter.com/i/web/status/1372368730093670400,15025,45396,FALSE,0,1,1,1
77,1375206545215004675id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/tt504vzWvD",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206545215004675,0,0,FALSE,1,1,1,1
78,1366455114676977670id,And if you don’t think these mRNA vaccines can kill healthy people - as in directly lead to their deaths - you tell… https://t.co/zE0nYLfmdJ,Alex Berenson,Author of Tell Your Children. Revolting. Nowadays you can’t be too sentimental,AlexBerenson,TRUE,247469,TRUE,[],FALSE,https://twitter.com/i/web/status/1366455114676977670,1111,1976,FALSE,0,0,0,0
