,tweet_id,tweet_text,tweet_user_name,tweet_user_description,tweet_user_screen_name,tweet_user_verified,tweet_user_followers_count,tweet_user_verified,tweet_user_withheld_in_countries,tweet_user_protected,tweet_url,tweet_retweet_count,tweet_favorite_count,tweet_possibly_sensitive,annotation_rohit,annotation_mohit,annotation_soyoung,human_annotation
68,1358056263930826753id,".@JoeBiden confessed to his abuse of power on tape!

He must be impeached.

#ImpeachBiden #QuidProJoe

Text IMPEACH… https://t.co/ZJl1XSvmtI",Marjorie Taylor Greene 🇺🇸,"Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American 100% Pro-Life Pro-Gun Pro-Trump https://t.co/S8mJPFXYX0",mtgreenee,TRUE,415655,TRUE,[],FALSE,https://twitter.com/i/web/status/1358056263930826753,8661,21228,FALSE,0,0,0,0
197,1354830802597494784id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/t9h647Zm4J",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830802597494784,0,0,FALSE,1,1,1,1
119,1361745261752639489id,"When California was on fire, Trump gave them millions, visited, and promised the Democrat Governor whatever he need… https://t.co/r112mnMhur",Comfortably Smug,"My Interests: Finance, Whiskey, Politics, Books, Food, Meeting Strangers
#altcenter

Instagram: ComfortablySmug",ComfortablySmug,FALSE,214467,FALSE,[],FALSE,https://twitter.com/i/web/status/1361745261752639489,786,2760,,0,0,0,0
251,1354923310098698240id,@santoshpoojari3 We're a 501c3 nonprofit. We can't be bought.,Signal,"Signal is a cross-platform messaging app. Privacy isn’t an optional mode – it’s just the way that Signal works. Every message, every call, every time.",signalapp,TRUE,492803,TRUE,[],FALSE,,48,415,,1,1,0,1
148,1362116402140770305id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/EHqBKgzzBW",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116402140770305,0,0,FALSE,1,1,1,1
142,1366149696687857667id,Trump complaining about kids not back in schools yet. Who was president a month ago?,Glenn Kessler,"Editor/chief writer of Washington Post's Fact Checker, revealing the truth behind the rhetoric. I tweet articles & comments I find interesting or provocative.",GlennKesslerWP,TRUE,148141,TRUE,[],FALSE,,2634,22136,,1,1,1,1
95,1376649057775587332id,BREAKING: Arkansas has become the first state to ban health care for trans youth.,ACLU,"The ACLU is a nonprofit, nonpartisan, legal and advocacy 501(c)(4) organization. Visit our site for more about us and our affiliated org, the ACLU Foundation.",ACLU,TRUE,2013090,TRUE,[],FALSE,,29338,78523,,1,1,1,1
105,1354825211653328902id,"The media only reports the lies, smears, and attacks in order to create the image they want the world to believe.… https://t.co/2HQjnXGcUN",Marjorie Taylor Greene 🇺🇸,"Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American 100% Pro-Life Pro-Gun Pro-Trump https://t.co/S8mJPFXYX0",mtgreenee,TRUE,415655,TRUE,[],FALSE,https://twitter.com/i/web/status/1354825211653328902,941,4285,,0,1,1,1
123,1370127151387668481id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/G9EuSE3rWM",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1370127151387668481,0,0,FALSE,1,1,1,1
10,1375206014832713729id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/5LABEpsOy3",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206014832713729,0,0,FALSE,1,1,1,1
183,1351609095267213317id,A fake inauguration of an illegitimate President won’t stop what God has planned.,Anna Khait,Follower of Jesus🙏🏼- Animal Lover - Conservative Ex-Pro Poker Player- Television Show SURVIVOR S32 Contestant🌴 - Instagram: @realannakhait,Annakhait,TRUE,278303,TRUE,[],FALSE,,5171,24367,,0,0,1,0
275,1354830792170459136id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/x4TSyAtpPF",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830792170459136,0,0,FALSE,1,1,1,1
236,1375206014560006146id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/jHiNiKI5MM",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206014560006146,0,1,FALSE,1,1,1,1
124,1359360252286627841id,"However, we have not taken any action on accounts that consist of news media entities, journalists, activists, and… https://t.co/ZokT5ofIfD",Twitter Safety,"Tweeting the latest safety tools, resources, and updates from @Twitter. For support, visit https://t.co/heEvRrCFXn",TwitterSafety,TRUE,3562443,TRUE,[],FALSE,https://twitter.com/i/web/status/1359360252286627841,2040,8207,,1,1,1,1
3,1357422023023022083id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Z2wnYt5wdA",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1357422023023022083,0,0,FALSE,1,1,1,1
78,1357421787085066240id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/XKmgPysRAT",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1357421787085066240,0,1,FALSE,1,1,1,1
284,1375205784410198016id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/FtQV4c7TdQ",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1375205784410198016,0,0,FALSE,1,1,1,1
120,1354861107383476227id,@Ibrvheemm Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wrot… https://t.co/Y9HcMmYC6u,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861107383476227,0,1,FALSE,1,1,1,1
23,1374372314523992079id,Liberals can certainly be wrong but in this case there is no evidence for that. There is plenty of evidence that th… https://t.co/erHkBrCOJz,Howard Dean,"Physician & former 6 term Gov. of Vermont. Ran for President in 2004. As DNC chair started 50 State Strategy. I Block bigots, whiners and enraged right wingers.",GovHowardDean,TRUE,178741,TRUE,[],FALSE,https://twitter.com/i/web/status/1374372314523992079,77,366,FALSE,1,1,0,1
297,1379773312482607106id,"Paid leave is infrastructure.
Child care is infrastructure.
Caregiving is infrastructure.",Kirsten Gillibrand,"Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator for New York. Not “very polite.” She/her.",SenGillibrand,TRUE,1610758,TRUE,[],FALSE,,2602,18129,,1,0,1,1
56,1360607012111978497id,Voting to acquit Donald Trump makes you a fascist.,Jamaal Bowman,"Congressman for #NY16. Former middle school principal. Causing problems for the status quo. Fighting for jobs and education, not bombs and incarceration.",JamaalBowmanNY,TRUE,344703,TRUE,[],FALSE,,11706,87749,,0,1,1,1
109,1372231945334059008id,"It's totally okay to have debate and disagree, but folks in media, the term ""biological males"" is a serious anti-tr… https://t.co/HmwaHjHN19",Kate Sosin,LGBTQ+ Reporter @19thNews | Proud trans person | they/them | formerly @logoTV INTO @windycitytimes | ksosin@19thnews.org,shoeleatherkate,TRUE,9871,TRUE,[],FALSE,https://twitter.com/i/web/status/1372231945334059008,658,4333,,1,1,1,1
201,1361792731115380740id,This is what happens when you force the grid to rely in part on wind as a power source. When weather conditions get… https://t.co/SDmJE6jb47,Rep. Dan Crenshaw,Proudly representing Texas's Second Congressional District,RepDanCrenshaw,TRUE,651718,TRUE,[],FALSE,https://twitter.com/i/web/status/1361792731115380740,250,1157,FALSE,1,0,0,0
135,1352040800646029312id,"By rejoining the Paris Climate Agreement, President Biden indicates he’s more interested in the views of the citize… https://t.co/cFjZu8k2z7",Senator Ted Cruz,Representing the State of Texas in the United States Senate.,SenTedCruz,TRUE,2133713,TRUE,[],FALSE,https://twitter.com/i/web/status/1352040800646029312,16922,65908,,1,0,0,0
264,1355530287355195396id,,,,,,,,,,,,,,0,0,0,0
88,1370126577388818433id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/ynUiXb3V4T",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126577388818433,0,0,FALSE,1,1,1,1
231,1354861397222453249id,@MikeASchneider Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We… https://t.co/PTmRbgjU13,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861397222453249,0,0,FALSE,1,1,1,1
138,1362115421457969152id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/BBpXmsTMLj",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1362115421457969152,0,0,FALSE,1,1,1,1
72,1357476362420948994id,the problem w/Republican warnings that Democrats will one day get the MTG treatment is that no Democrat in Congress… https://t.co/5ysd9pP9X7,John Harwood,White House Correspondent for @CNN,JohnJHarwood,TRUE,470750,TRUE,[],FALSE,https://twitter.com/i/web/status/1357476362420948994,5304,40555,,1,1,0,1
151,1357421548492103680id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/CqO1piAwXK",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1357421548492103680,0,0,FALSE,1,1,1,1
69,1356048554838675457id,Being anti-Trump sure does correlate heavily with being a pedophile 🤭,Raheem J. Kassam,"✍🏼Editor-in-Chief at The National Pulse, 📺Co-Host of the War Room, 🎙Host of The National Pulse podcast. Link below.",RaheemKassam,TRUE,332936,TRUE,[],FALSE,,3192,12182,,0,0,1,0
247,1370126045077073924id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/6EmwswQa2B",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126045077073924,0,0,FALSE,1,1,1,1
155,1357421076947509249id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/hm4Ovdo3rK",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1357421076947509249,0,0,FALSE,1,1,1,1
6,1370126844599488513id,"@GRIMECRAFT Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check… https://t.co/hcF4S95rWM",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126844599488513,0,0,FALSE,1,1,1,1
287,1354830779910508545id,@Asstromikey Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wr… https://t.co/6PuSvAxb4T,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26453,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830779910508545,0,0,FALSE,1,1,1,1
294,1361868462386249729id,,,,,,,,,,,,,,0,0,0,0
89,1354586866041851905id,"We can't wait to see where this pilot takes us, and we can't do it without you. To stay up-to-date, give us feedbac… https://t.co/aQz1rql2NQ",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354586866041851905,0,0,,1,1,1,1
232,1375206820365529089id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/0OPM0ksZqm",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206820365529089,0,0,FALSE,1,1,1,1
241,1362190089288380418id,"As a psychiatrist, I diagnose mental illness. Also, I help spot demonic possession: https://t.co/8wFE54gGqB",occultbot,"The Occult, Esotericism, Symbolism, Magick, Secret Societies, Religion, Theology, Demonology. As an Amazon Associate I earn from qualifying purchases.",occultb0t,FALSE,117744,FALSE,[],FALSE,https://www.washingtonpost.com/posteverything/wp/2016/07/01/as-a-psychiatrist-i-diagnose-mental-illness-and-sometimes-demonic-possession/,7,25,FALSE,0,1,1,1
195,1371805779750232068id,When leftists realize Americans are spending their stimulus checks on guns... https://t.co/8XYhlXda9j,NRA,America's Longest-Standing Civil Rights Organization. #NRA #2A,NRA,TRUE,840928,TRUE,[],FALSE,,1665,8798,FALSE,1,1,1,1
113,1381745303997534216id,"It wasn't an accident. Policing in our country is inherently &amp; intentionally racist. 

Daunte Wright was met with a… https://t.co/dw14UGo1f4",Rashida Tlaib,"Unbossed Congresswoman #Michigan13th. Detroiter, Palestinian American, Muslima. #RootedInCommunity",RashidaTlaib,TRUE,1488856,TRUE,[],FALSE,https://twitter.com/i/web/status/1381745303997534216,5226,23844,,1,0,0,0
263,1374210262123704327id,"A white man walked into a grocery store in Boulder, killed 10 people, and was apprehended by the police and walked… https://t.co/5R1mMmoz5d",Alex Cole,"Founder of @resistfix and @resistbay, pilot and web developer. 
Follow me on IG: https://t.co/vffTciUWWG
Cool political gear 👇👇👇",acnewsitics,FALSE,109519,FALSE,[],FALSE,https://twitter.com/i/web/status/1374210262123704327,79206,242319,,1,0,0,0
8,1354861396370968576id,@brrbrrddaengg Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We… https://t.co/zAvhYkZIad,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861396370968576,0,0,FALSE,1,1,1,1
265,1370458133567565831id,"Nothing to see here, folks, just a 49-year-old man and a 42-year-old woman having heart attacks minutes after being… https://t.co/rAcMWNBLVc",Alex Berenson,Author of Tell Your Children. Revolting. Have you ever had a man go away for business come back with a tan,AlexBerenson,TRUE,248055,TRUE,[],FALSE,https://twitter.com/i/web/status/1370458133567565831,1149,2292,FALSE,0,0,0,0
244,1370127482825797636id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/23cKDnGBfk",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1370127482825797636,0,0,FALSE,1,1,1,1
210,1357684610868670464id,it's Friday we made it https://t.co/AsFRVtqxUj,Ron Cacace,Please don't yell at me. Director of Publicity & Social Media at @ArchieComics. Writer of #BiteSizedArchie. Average Godzilla enjoyer. 🦖,Rawnzilla,TRUE,2461,TRUE,[],FALSE,,0,18,FALSE,1,1,1,1
208,1355597691561127936id,Week 2 of the Biden administration and he has already signed more executive orders than 15 presidents signed in the… https://t.co/ANgSesOXNY,Senator Ted Cruz,Representing the State of Texas in the United States Senate.,SenTedCruz,TRUE,2133713,TRUE,[],FALSE,https://twitter.com/i/web/status/1355597691561127936,9650,28772,,1,1,0,1
237,1357421076628729858id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/E9P7CvR2zM",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1357421076628729858,0,0,FALSE,1,1,1,1
50,1361734869886390272id,"WH says they inherited no vaccine distribution plan. 

Now, @PressSec says Biden admin has increased amount of week… https://t.co/USy7ymMJr3",Yamiche Alcindor,@PBS Anchor and Reporter. @WashingtonWeek Moderator. @NewsHour White House Correspondent. @NBCNews & @MSNBC Political Contributor. Email: yamiche@newshour.org,Yamiche,TRUE,1266621,TRUE,[],FALSE,https://twitter.com/i/web/status/1361734869886390272,2765,14669,,1,1,1,1
281,1362089913823461376id,Rush Limbaugh had a regular radio segment where he would read off the names of gay people who died of AIDS and cele… https://t.co/GFhLa984fM,Paul Elliott Johnson,"Asst. Prof of Comm @ Pitt. Misogyny, conservatism, race, populism. I The People: The Rhetoric of Conservative Populism in the U.S. out Spring 2021. He/him",RhetoricPJ,FALSE,3635,FALSE,[],FALSE,https://twitter.com/i/web/status/1362089913823461376,25139,86572,,1,0,0,0
156,1362115422158430209id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/7dpCfHolQO",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1362115422158430209,0,0,FALSE,1,1,1,1
26,1354830795387486213id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/21hoVRjmXh",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830795387486213,0,1,FALSE,1,1,1,1
246,1354587264383283204id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/ml8l05JIqw",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354587264383283204,0,1,FALSE,1,1,1,1
290,1355595766996365317id,@AnaCabrera The GOP is the domestic terrorism party.,Gailen David,"Aviation inspired creative, collector, and preservationist— living in paradise. Come visit!",gailendavid,TRUE,26731,TRUE,[],FALSE,,328,2441,,0,0,0,0
288,1371900183752146945id,"Hey, New York Post and everyone else who got suckered into the ridiculous Hunter Biden Laptop story.

Take a bow. https://t.co/H8mHZs1ij6",S.V. Dáte,White House correspondent at HuffPost. Author of THE USEFUL IDIOT -- Now fully updated post-January 6. https://t.co/2Jupx6dYbB,svdate,TRUE,233898,TRUE,[],FALSE,,2899,9930,FALSE,1,1,0,1
81,1362116841779335169id,"@MikeAMusial Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check… https://t.co/vWWDUeDRBc",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116841779335169,0,0,FALSE,1,1,1,1
277,1373570752004390913id,"8 lives taken, 6 of them Asian. And the killer was just ""having a bad day""! #StopAAPIHate #FightRacism https://t.co/rL0DQ8AIK4",China Xinhua News,"We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias",XHNews,TRUE,12417128,TRUE,[],FALSE,,255,710,FALSE,1,1,1,1
273,1362117270336458753id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/W8uZDKXZ2x",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1362117270336458753,0,0,FALSE,1,1,1,1
107,1354861112110456834id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/5VFfcSNv24",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26452,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861112110456834,0,0,FALSE,1,1,1,1
